class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
e;4.48;f;s;w;f;d;d;w;4.4;6.9;u;h;w;f;f;f;f;w;m;a
e;5.43;f;w;y;f;f;f;f;4.55;14.64;c;k;y;p;l;f;f;b;d;u
e;9.64;x;t;n;t;p;d;y;8.83;22.26;e;s;n;u;y;f;f;e;d;u
e;13.93;f;l;l;f;d;c;w;2.62;16.05;s;s;w;f;f;f;f;w;d;a
p;3.2;f;g;w;f;a;c;n;3.74;3.78;s;i;w;u;e;f;f;k;p;u
p;2.81;b;d;p;f;a;c;r;4.74;5.67;s;t;r;u;r;f;f;k;d;u
e;4.57;x;y;w;f;e;c;p;4.93;12.07;b;y;w;p;w;t;e;l;g;a
e;4.32;x;d;w;f;x;c;n;7.62;8.81;b;g;n;u;w;t;r;e;d;s
e;4.24;x;s;o;f;p;c;n;5.2;10.14;s;s;n;u;g;f;f;o;d;a
p;3.44;x;s;y;f;a;c;r;7.86;7.99;s;y;y;u;w;t;z;k;d;u
e;10.3;f;e;b;f;x;c;b;5.25;21.79;c;s;w;p;f;t;f;e;d;a
e;17.07;x;t;n;f;p;c;w;14.0;56.5;b;s;n;p;e;f;f;r;d;u
e;8.07;f;s;o;f;s;c;n;8.37;11.64;u;i;n;u;f;f;f;w;d;a
e;3.13;f;s;w;f;d;d;w;3.81;6.07;c;h;w;f;f;f;f;w;g;w
p;14.8;x;g;o;f;e;c;w;17.94;17.42;s;y;w;u;w;t;r;e;d;w
e;4.86;p;l;n;f;f;f;f;5.22;17.2;s;l;n;p;l;f;f;b;l;s
p;1.35;x;g;y;f;d;d;n;1.83;2.37;b;s;n;u;f;f;f;g;d;a
e;1.1;p;g;w;f;x;c;g;2.78;1.33;u;d;w;p;o;f;f;l;d;s
p;7.12;x;y;w;t;d;c;n;7.28;13.66;s;y;w;p;u;t;l;l;d;u
e;11.29;p;s;w;t;e;c;n;8.36;18.1;s;y;w;p;w;t;l;u;m;u
e;12.33;x;s;y;f;a;d;w;8.11;14.22;b;i;n;p;e;t;p;w;d;u
e;14.25;x;s;n;f;d;d;w;10.08;17.12;e;i;n;p;k;t;s;w;d;a
p;1.86;b;g;g;f;a;c;g;5.16;2.08;s;s;g;u;w;f;f;k;d;u
p;6.87;b;y;n;f;d;c;w;10.06;12.51;s;s;w;u;w;t;z;e;d;a
p;6.51;p;s;g;f;x;c;k;10.12;12.15;u;s;w;p;k;t;z;n;g;w
p;6.25;b;i;k;f;e;c;k;7.97;9.28;s;h;y;f;f;f;f;w;m;u
p;13.47;f;d;n;f;d;c;y;4.85;30.77;s;k;n;u;e;f;f;u;d;u
e;1.46;f;w;n;f;x;d;g;4.7;2.49;b;g;w;p;e;f;f;u;g;u
p;5.58;x;h;g;f;d;c;w;5.64;7.82;b;l;n;u;u;f;f;u;d;w
e;6.54;s;s;b;f;d;d;b;6.57;11.7;c;d;w;f;f;f;f;w;d;w
e;7.22;f;s;w;f;e;c;k;5.68;12.57;c;y;w;p;w;t;e;e;g;a
e;8.75;p;d;g;f;a;d;w;8.25;14.98;b;d;w;u;n;f;f;e;g;u
p;18.7;s;d;n;f;d;c;y;6.33;42.97;s;k;n;u;e;f;f;w;d;a
e;6.08;x;h;w;f;e;c;w;5.59;11.37;b;i;w;u;y;t;r;e;d;a
p;10.82;x;k;n;t;p;c;o;8.29;27.53;c;d;y;p;y;f;f;r;d;u
p;6.85;x;s;n;f;s;c;g;5.18;7.1;c;y;n;f;f;f;f;u;d;w
p;1.57;x;g;n;f;d;d;n;2.11;2.5;b;s;n;u;f;f;f;g;d;u
p;8.06;x;e;n;f;a;c;n;11.71;13.62;s;l;n;u;n;f;f;k;h;a
p;4.31;b;h;n;f;x;c;k;10.52;5.34;b;d;w;p;k;t;p;k;g;w
p;6.77;b;t;w;f;e;c;w;12.79;12.67;b;y;w;u;w;t;e;u;d;a
e;8.87;x;s;n;f;e;c;w;8.16;10.49;b;i;w;p;w;f;f;p;d;a
p;13.73;x;k;n;t;p;c;e;9.08;27.49;c;s;y;p;w;f;f;r;d;u
p;5.43;c;i;y;f;x;c;r;6.09;6.56;u;i;w;p;w;f;f;n;d;u
e;9.72;p;i;n;t;e;c;p;9.05;17.97;b;y;w;u;w;t;l;r;d;a
e;4.82;s;s;n;f;d;c;w;3.36;5.74;b;s;w;u;e;f;f;y;l;a
p;8.62;x;i;y;f;a;c;o;12.59;23.72;r;s;y;p;w;t;r;n;d;w
e;5.35;x;h;g;f;a;d;n;4.97;3.47;s;t;g;p;w;t;l;w;d;a
p;2.36;c;h;w;f;a;c;w;4.23;3.74;b;i;u;u;y;f;f;e;d;u
p;7.7;x;y;n;f;a;c;y;8.41;9.19;s;y;y;p;k;t;s;y;d;a
p;7.58;x;i;n;f;a;c;n;9.01;13.7;s;i;n;u;e;f;f;w;d;a
p;5.68;b;i;e;f;e;c;y;6.5;7.22;e;y;o;p;e;f;f;b;g;u
p;5.79;s;d;y;f;d;c;o;3.77;6.21;u;y;o;f;f;f;f;u;h;a
e;3.87;f;y;n;f;s;c;g;3.74;6.42;u;g;w;f;f;f;f;p;d;a
e;0.99;f;g;n;t;a;c;w;6.01;0.92;u;s;n;f;f;f;f;e;h;u
e;15.5;s;e;n;f;a;c;w;9.28;25.43;s;d;w;p;p;f;f;r;l;a
e;3.66;f;t;n;f;d;d;o;6.0;8.18;c;t;o;f;f;f;f;e;d;a
p;1.0;b;t;y;f;d;c;k;3.27;2.41;b;k;n;p;w;t;f;k;m;u
e;4.79;x;t;n;f;d;c;o;6.5;8.58;s;t;o;f;f;f;f;e;d;a
p;4.87;x;s;y;f;s;d;y;4.05;10.9;e;i;y;f;f;f;f;e;d;a
p;8.95;p;y;w;f;d;c;k;16.79;17.29;s;s;w;u;e;f;f;e;d;a
p;11.72;f;t;n;t;d;c;n;6.21;17.17;b;h;n;p;p;f;f;r;d;a
p;8.49;p;y;w;f;d;c;p;13.99;16.79;b;s;w;u;e;f;f;e;d;a
e;12.17;f;s;n;t;e;c;n;10.13;17.45;s;g;w;p;w;t;r;n;m;a
e;3.22;b;g;n;f;x;d;w;3.73;2.73;s;s;y;f;f;f;f;e;g;u
p;0.71;f;s;o;f;d;c;o;4.16;0.99;u;l;y;p;l;f;f;w;g;a
p;3.43;f;k;n;f;s;c;p;4.25;3.16;c;i;n;u;f;f;f;p;g;a
e;10.35;f;d;g;f;s;c;u;6.9;19.25;b;g;u;p;o;f;f;b;d;a
p;3.88;b;y;n;f;x;c;u;6.0;4.53;s;s;w;u;w;f;f;y;d;a
e;5.4;f;s;n;f;s;c;w;5.27;8.09;b;i;n;u;e;f;f;w;g;a
e;7.77;f;h;o;f;s;c;n;10.47;13.28;s;i;n;u;w;f;f;w;d;a
e;4.79;x;y;n;f;e;c;p;5.35;9.79;c;y;n;f;f;f;f;p;d;u
e;1.67;x;t;n;f;d;d;w;6.53;1.86;c;t;y;f;f;f;f;w;h;u
e;3.0;b;y;n;f;d;c;k;6.45;2.63;e;y;w;u;b;f;f;k;d;s
p;12.98;f;t;n;t;d;c;b;4.7;24.86;s;l;g;u;n;f;f;y;l;a
p;15.16;x;k;n;t;p;c;y;9.15;27.97;c;d;y;p;y;f;f;p;d;a
p;7.15;x;w;p;f;s;c;p;4.39;9.99;c;d;p;f;f;f;f;p;d;a
p;4.44;x;y;r;f;s;c;n;6.38;7.8;c;y;n;p;w;t;e;u;m;a
p;3.13;b;g;k;f;a;c;n;9.93;2.71;s;i;g;u;w;f;f;k;g;a
e;11.3;x;e;l;f;x;c;w;7.37;19.17;s;s;w;f;f;f;f;w;d;u
e;51.45;o;y;y;f;p;d;y;7.19;35.76;c;k;k;f;f;f;f;u;d;u
e;5.31;x;h;n;f;x;c;n;5.7;6.01;s;y;n;p;o;t;r;n;d;s
p;6.35;s;k;y;f;p;d;n;4.05;6.34;s;k;n;p;r;t;f;o;d;u
e;9.76;x;t;n;t;p;c;y;8.2;18.07;b;g;n;u;w;t;p;e;d;a
p;16.12;f;k;n;f;d;c;y;5.9;41.59;b;k;k;p;u;f;f;g;d;a
e;4.94;c;h;n;f;f;f;f;5.2;20.77;s;t;n;p;y;f;f;b;l;s
e;4.05;x;h;n;f;a;d;w;6.46;5.82;b;k;o;p;y;f;f;w;d;w
e;4.73;f;h;n;f;a;d;w;7.57;4.99;u;s;n;f;f;f;f;w;d;w
e;7.03;x;h;n;f;x;c;w;6.07;14.97;s;s;w;f;f;f;f;e;d;u
e;1.19;b;g;w;f;d;c;g;3.61;1.75;u;g;w;u;o;f;f;l;d;w
p;7.24;p;y;n;f;d;c;k;12.88;16.02;s;s;w;u;w;f;f;e;d;a
e;3.27;x;h;o;f;a;d;w;5.8;5.49;e;s;o;u;f;f;f;w;d;s
p;2.58;f;h;n;f;x;c;y;9.08;3.35;e;l;y;f;f;f;f;p;g;u
e;4.92;b;g;g;f;a;d;g;5.84;4.04;s;s;g;u;r;f;f;w;d;u
p;8.0;x;g;n;f;e;c;w;8.09;15.26;s;y;w;u;w;t;p;e;d;u
p;7.44;x;t;y;f;x;c;y;5.24;14.79;b;h;y;u;y;f;f;w;d;a
e;2.99;f;h;n;f;a;c;n;6.02;5.87;e;s;w;u;w;f;f;k;d;u
e;5.87;f;w;y;f;f;f;f;4.18;12.65;c;d;y;p;y;f;f;n;d;a
e;1.41;b;g;w;f;d;c;g;3.65;1.54;e;g;w;f;f;f;f;u;d;w
e;4.52;f;d;b;f;d;d;o;5.42;11.65;u;s;w;f;k;f;f;y;g;w
p;2.57;b;y;k;f;a;c;k;8.67;2.52;s;y;g;u;w;f;f;k;g;u
p;3.74;b;h;n;f;x;c;n;8.34;4.82;s;y;w;p;w;t;l;k;g;w
e;5.06;x;h;w;f;x;c;u;6.79;4.21;z;h;w;u;w;f;f;u;d;a
e;7.5;x;t;y;t;x;c;y;8.93;17.97;s;s;w;u;e;f;f;w;d;a
e;0.97;p;g;w;f;x;c;g;3.17;1.68;u;d;w;f;f;f;f;u;d;w
p;9.53;p;s;n;f;p;c;p;9.97;31.6;c;y;n;f;f;f;f;p;d;u
e;1.52;f;w;n;f;x;d;g;4.93;2.58;b;g;w;p;e;f;f;u;g;s
e;4.18;s;l;n;f;f;f;f;6.69;45.02;s;k;n;p;l;f;f;g;l;u
p;2.77;x;s;g;f;d;c;w;3.25;7.82;b;s;w;u;e;f;f;e;g;a
p;0.9;x;g;w;f;a;d;w;2.38;1.16;c;y;n;f;f;f;f;u;l;a
e;8.2;f;h;n;t;e;c;w;9.28;13.75;b;g;w;u;w;t;r;e;d;u
p;10.64;x;y;n;f;p;c;p;10.12;33.58;c;y;n;f;f;f;f;p;d;a
e;9.97;f;e;b;f;x;c;b;5.22;20.18;b;s;w;u;e;t;f;u;d;a
e;3.67;x;h;y;f;a;c;y;3.46;7.92;u;s;w;f;f;f;f;w;d;a
p;8.46;x;g;n;f;e;c;w;8.85;17.91;s;y;w;u;w;t;p;e;d;u
p;4.75;x;l;w;f;x;c;r;2.71;11.68;b;s;y;p;w;f;f;g;d;a
p;7.42;x;y;n;f;a;c;n;8.57;11.5;s;y;n;p;e;t;z;k;d;a
e;9.44;x;s;n;f;e;c;p;8.29;10.73;b;i;n;p;w;f;f;p;d;a
p;1.46;x;g;n;f;d;d;n;1.84;2.52;b;s;n;u;f;f;f;g;d;a
p;9.6;x;k;g;t;x;c;u;9.41;21.72;s;s;n;p;u;f;f;n;d;a
e;20.52;x;t;n;f;p;c;w;18.04;83.55;b;y;n;p;e;f;f;r;d;a
e;10.06;x;t;n;t;p;c;y;7.93;18.85;s;y;n;u;w;t;p;u;d;u
e;3.92;f;g;n;f;a;d;g;4.3;3.16;s;s;g;u;w;f;f;w;d;u
p;3.35;b;y;k;f;a;c;k;9.55;2.61;s;y;n;u;w;f;f;k;g;a
p;2.72;x;s;o;f;a;c;y;2.73;5.5;u;d;o;f;f;f;f;u;m;a
e;8.02;s;t;o;t;d;c;o;5.19;17.06;s;d;w;p;w;f;f;g;d;u
e;6.24;f;s;n;f;x;c;w;7.0;10.0;b;s;n;p;e;f;f;b;l;w
e;11.58;s;t;p;t;d;c;o;5.69;17.66;b;d;w;u;e;f;f;e;d;a
e;6.95;x;h;n;f;x;c;w;6.92;15.98;s;s;w;f;f;f;f;w;d;u
p;2.51;x;s;o;f;d;c;y;3.23;5.84;u;l;y;f;f;f;f;u;h;a
e;11.92;p;y;w;f;e;c;w;19.38;12.15;c;s;w;p;w;t;e;k;g;s
p;3.18;x;i;e;f;x;c;e;4.89;4.98;e;i;e;f;f;f;f;n;d;a
p;2.77;f;y;p;f;x;c;w;3.55;5.47;u;d;w;f;f;f;f;p;d;a
p;1.98;c;l;u;f;a;c;n;2.83;3.27;s;i;u;u;w;f;f;k;p;u
e;13.94;x;t;k;f;a;d;k;5.6;19.83;c;d;w;f;f;f;f;w;d;u
e;6.64;f;s;o;f;d;d;b;5.46;10.74;s;h;w;f;f;f;f;u;g;a
e;10.14;s;s;l;f;s;c;b;7.46;20.54;b;s;b;u;o;f;f;e;d;a
p;5.3;c;e;y;t;x;c;r;7.0;12.83;b;t;w;p;w;f;f;g;d;a
p;2.9;x;s;o;f;d;c;y;3.02;5.71;u;l;y;f;f;f;f;u;h;a
p;12.08;f;h;n;f;e;c;w;11.13;16.07;b;g;w;u;w;t;e;w;d;u
e;8.97;s;t;p;t;d;c;o;5.1;16.17;b;d;w;u;e;f;f;e;d;u
e;1.66;f;w;n;f;x;d;g;5.11;2.5;u;l;w;f;f;f;f;e;d;w
p;1.55;x;k;n;f;x;c;n;3.69;1.41;b;d;n;u;f;f;f;p;d;w
p;0.93;x;g;w;f;a;d;w;2.54;1.5;u;y;n;p;o;f;f;p;d;u
p;5.2;f;d;y;f;s;d;y;5.6;14.14;z;i;y;f;f;f;f;e;d;a
e;16.31;p;y;w;f;d;c;w;23.1;19.08;s;s;n;u;e;t;m;e;d;u
p;4.34;b;t;n;f;x;c;p;6.55;4.91;e;i;n;p;w;f;f;n;d;a
p;1.76;x;i;k;f;a;c;w;4.06;2.42;c;i;w;p;w;f;f;p;g;a
e;6.03;s;d;n;f;d;c;w;5.28;8.66;b;s;w;p;e;f;f;n;l;u
e;7.71;x;y;y;f;a;c;w;6.07;16.47;b;g;g;u;w;f;f;u;d;a
p;5.83;s;k;y;f;p;d;n;3.58;6.16;s;k;n;p;r;t;f;o;d;u
p;10.44;x;e;y;t;p;d;o;7.87;23.52;u;d;u;u;w;f;f;w;d;u
e;15.9;x;w;n;f;p;c;w;13.99;65.38;b;y;n;p;e;f;f;r;d;u
p;1.14;b;t;n;f;d;c;k;4.3;2.68;b;g;n;p;e;t;f;k;g;u
p;10.67;x;t;r;t;d;c;n;5.89;15.21;b;l;n;p;p;f;f;r;h;a
e;8.87;f;e;b;f;x;c;b;4.86;20.43;b;y;w;u;e;t;f;u;d;a
p;1.86;x;g;n;f;d;d;n;2.61;2.54;s;s;n;u;f;f;f;b;h;u
e;6.76;p;y;w;f;e;c;k;5.07;11.88;b;s;w;p;w;t;e;l;m;a
e;4.21;o;l;n;f;f;f;f;5.51;20.25;s;g;n;p;w;f;f;b;d;s
e;8.55;x;t;n;t;p;c;y;8.36;18.37;b;g;n;u;w;t;p;e;d;a
p;2.91;o;d;k;f;f;f;f;2.72;11.38;s;g;n;p;l;f;f;g;d;a
p;3.44;b;w;u;f;a;c;u;3.65;3.47;b;s;u;u;r;f;f;w;d;a
p;2.82;f;d;b;f;x;c;w;4.28;2.77;b;i;n;u;f;f;f;g;d;a
e;24.34;x;d;o;f;p;c;n;18.43;37.02;s;y;w;u;p;f;f;o;d;a
p;1.86;p;t;n;f;a;c;n;8.22;2.51;s;t;y;p;w;t;e;k;m;s
e;8.48;f;h;n;t;x;c;w;11.64;18.13;b;g;w;u;w;t;r;w;d;a
e;43.7;o;y;y;f;p;d;y;5.46;26.63;c;k;k;f;f;f;f;e;d;s
p;1.38;x;g;n;f;d;d;n;1.87;2.37;s;s;n;u;f;f;f;b;h;a
e;7.53;o;s;n;f;x;c;w;3.19;19.32;u;d;n;f;f;f;f;w;d;u
e;7.24;x;h;g;f;s;c;p;6.24;18.37;b;y;u;u;o;f;f;u;d;w
e;7.84;x;e;l;f;x;c;w;7.15;17.42;u;y;w;f;f;f;f;e;d;a
e;0.89;c;g;n;t;a;c;w;5.87;1.1;u;i;n;p;o;f;f;p;d;u
p;5.81;x;e;e;f;a;c;y;7.86;10.16;b;g;n;u;w;t;z;w;d;a
p;7.6;o;e;n;f;a;c;o;1.46;15.71;z;d;n;p;y;f;f;u;d;w
p;2.95;b;g;g;f;a;c;n;9.25;2.59;s;y;n;u;w;f;f;k;g;u
p;4.43;x;h;o;f;a;c;n;4.74;7.03;s;y;o;p;e;t;z;k;d;a
e;4.46;b;g;n;f;a;d;g;6.77;4.08;s;s;g;u;r;f;f;w;d;w
e;7.57;x;l;w;f;d;c;p;3.47;8.25;b;h;w;p;w;f;f;p;d;u
p;12.89;x;s;g;f;s;c;y;7.92;16.89;c;i;n;f;f;f;f;e;d;u
e;11.83;f;e;b;f;x;c;b;5.3;20.33;u;s;w;p;f;t;f;u;d;a
p;7.09;s;d;e;t;d;c;y;5.95;9.13;b;y;e;u;e;f;f;u;d;a
p;3.76;f;t;n;f;x;c;p;7.73;4.17;e;i;n;p;y;f;f;n;d;u
p;13.47;f;h;n;f;e;c;w;11.24;14.16;b;g;w;u;w;t;e;w;d;a
e;9.8;f;s;g;f;s;c;b;9.1;21.29;c;y;b;f;f;f;f;l;d;w
p;4.41;b;t;n;f;a;c;n;9.85;5.52;s;h;w;p;w;t;r;k;g;w
p;2.6;b;w;y;f;a;c;r;4.5;5.51;s;t;y;u;w;f;f;k;d;a
e;3.75;x;y;w;f;x;c;n;7.5;7.82;b;y;n;p;w;t;l;p;g;s
e;7.47;x;s;n;f;e;c;w;6.22;9.46;b;i;w;p;w;f;f;p;d;w
p;4.9;o;h;w;f;f;f;f;5.71;33.68;c;g;w;p;y;t;f;g;p;a
p;7.4;x;y;w;t;d;c;g;8.88;16.32;s;y;w;p;w;t;l;w;d;u
e;7.35;x;h;y;t;x;c;y;8.22;17.24;b;d;w;u;w;f;f;w;d;a
e;6.06;s;y;y;f;a;c;w;5.17;14.32;b;y;g;u;w;f;f;u;d;a
p;1.55;x;g;y;f;d;d;n;2.24;2.57;b;s;n;u;f;f;f;b;d;u
e;16.73;f;y;n;f;d;c;w;27.59;20.68;s;y;n;p;e;t;m;w;d;a
p;3.75;x;i;e;f;x;c;e;4.67;5.55;e;g;e;p;y;f;f;n;d;a
p;6.24;b;s;n;f;a;c;k;10.84;11.91;u;s;w;p;y;t;z;g;g;s
p;3.4;f;d;n;f;x;c;w;4.38;3.4;b;i;n;p;w;f;f;r;l;a
p;7.53;x;d;n;f;a;c;n;6.51;7.53;s;i;n;p;o;t;s;k;d;a
p;6.35;x;s;n;t;s;d;r;5.19;14.58;r;y;w;f;f;f;f;b;d;u
p;6.02;x;e;e;f;a;c;n;8.09;9.71;s;y;n;p;w;t;z;k;d;a
p;6.05;x;y;y;f;a;c;y;9.63;10.67;s;y;y;p;o;t;z;l;d;u
p;7.23;f;h;r;f;x;c;y;6.65;11.31;r;i;w;p;w;f;f;r;d;a
e;9.72;f;s;n;f;s;c;u;5.69;17.91;b;i;u;u;o;f;f;e;d;w
e;2.0;s;y;n;f;a;d;p;4.44;2.32;c;i;n;f;f;f;f;p;h;a
e;6.51;x;h;n;f;e;c;w;12.74;12.46;b;s;n;u;w;f;f;e;d;a
e;8.68;x;t;n;f;p;d;y;7.74;13.29;c;s;n;f;f;f;f;e;d;a
e;1.0;x;g;n;t;a;c;p;6.05;1.0;u;s;n;p;k;f;f;u;d;u
p;6.72;f;t;g;f;d;c;w;5.52;10.57;b;h;n;u;p;f;f;w;d;w
p;3.96;b;t;n;f;x;c;p;5.88;4.62;s;i;n;p;w;f;f;n;m;u
e;9.84;x;i;n;t;e;c;p;9.01;17.71;b;y;w;u;w;t;p;g;d;a
e;20.52;p;d;o;f;p;c;w;15.15;34.01;s;y;w;u;p;f;f;e;d;a
p;8.23;p;y;n;f;d;c;k;14.15;16.36;s;s;w;u;w;f;f;e;d;a
e;6.34;f;h;k;f;s;d;w;5.1;10.26;c;s;g;f;f;f;f;w;d;u
p;1.76;p;t;n;f;a;c;n;8.08;2.8;s;t;y;p;w;t;e;k;m;s
p;2.98;f;s;w;f;d;c;w;2.92;6.41;b;y;w;u;e;f;f;e;g;u
p;2.25;x;g;n;f;a;c;w;6.46;2.41;u;y;n;u;y;f;f;u;d;u
e;12.27;f;e;b;f;x;c;b;4.74;18.92;c;s;w;p;f;t;f;e;d;a
p;12.37;p;s;n;f;p;c;w;10.54;30.24;c;g;n;p;w;f;f;p;d;a
e;6.34;f;s;n;f;x;c;w;7.61;10.02;b;s;n;p;e;f;f;b;l;w
p;7.92;p;d;n;f;p;c;w;8.76;29.26;c;y;n;f;f;f;f;p;d;a
e;6.85;x;h;y;t;x;c;y;8.47;17.45;b;d;w;u;e;f;f;e;d;u
e;1.11;f;w;g;f;x;d;g;4.98;2.39;s;d;w;u;e;f;f;y;d;u
p;0.78;x;g;o;f;a;c;y;3.5;0.82;c;s;y;p;w;f;f;p;d;u
p;13.92;x;h;g;f;e;c;w;10.9;15.75;b;g;w;u;w;t;e;e;d;u
e;11.24;s;t;w;t;d;c;y;5.71;26.18;s;d;w;p;w;f;f;g;d;a
e;9.67;f;l;w;f;d;c;y;2.19;11.48;b;h;w;u;e;f;f;e;d;a
e;4.65;x;h;r;f;d;c;r;5.94;6.23;b;d;w;p;w;f;f;p;l;a
p;4.07;f;d;y;f;s;d;y;3.9;11.38;z;i;y;f;f;f;f;e;d;a
e;4.05;x;h;n;f;x;c;u;5.96;3.77;e;s;w;f;f;f;f;u;d;u
p;2.28;b;g;g;f;a;c;g;5.31;2.11;s;s;n;u;w;f;f;k;d;a
p;5.11;x;t;o;f;a;c;y;6.25;9.08;r;g;o;p;y;f;f;g;g;u
e;5.27;f;y;n;f;s;c;w;5.07;8.23;b;y;w;u;y;f;f;w;d;a
e;3.9;x;h;o;f;a;d;y;6.44;6.01;c;k;n;u;f;f;f;w;d;w
p;2.94;o;h;g;f;f;f;f;3.55;17.04;s;g;g;p;w;f;f;g;d;u
p;2.08;x;s;o;f;a;c;y;2.9;5.77;e;d;o;p;y;f;f;b;h;a
p;5.1;b;s;o;f;e;c;k;6.95;6.87;b;s;y;u;k;f;f;k;m;a
e;7.98;x;h;n;f;p;d;y;6.39;12.02;s;s;n;f;f;f;f;e;h;u
p;7.0;x;l;n;t;x;c;n;8.11;17.39;s;s;u;p;u;f;f;n;d;a
p;6.2;x;s;y;f;s;d;y;6.32;15.2;z;i;y;f;f;f;f;e;d;a
p;3.96;o;s;r;f;f;f;f;0.0;0.0;f;f;f;p;b;t;f;r;d;a
e;8.51;x;h;n;f;p;d;y;8.08;11.96;u;s;n;f;k;f;f;y;g;u
e;1.16;x;w;n;f;x;d;k;5.05;2.4;s;s;w;u;e;f;f;k;d;s
p;15.89;x;g;o;f;e;c;w;17.82;18.03;s;y;w;u;w;t;r;e;d;u
p;12.49;x;i;y;f;a;c;o;14.63;23.64;r;y;o;p;w;t;r;n;d;u
p;5.08;c;i;y;f;x;c;r;6.47;7.57;u;i;w;p;w;f;f;n;d;u
p;4.19;x;h;n;f;a;c;n;4.72;6.1;s;y;n;p;u;t;z;k;d;a
e;7.88;x;t;g;f;a;c;w;7.82;13.91;u;h;g;f;k;f;f;e;g;a
p;6.16;s;d;n;t;d;c;y;6.28;9.6;s;y;e;u;y;f;f;w;d;u
e;7.63;x;d;n;f;x;c;w;6.98;16.8;u;s;w;f;f;f;f;w;d;a
p;1.14;b;t;n;f;d;c;k;3.38;2.64;b;g;n;p;e;t;f;k;g;u
p;7.45;s;d;n;t;d;c;w;6.1;8.77;b;y;n;p;u;f;f;n;d;a
e;5.78;x;i;n;f;e;c;n;4.32;11.76;c;y;w;p;f;t;r;u;w;a
p;3.03;x;y;o;f;a;c;y;2.8;5.44;c;d;o;f;f;f;f;u;m;a
p;5.45;s;d;e;t;d;c;w;5.09;5.07;b;y;n;p;e;f;f;n;d;u
e;10.48;x;t;n;t;p;d;y;8.36;22.78;e;s;n;u;y;f;f;e;d;u
p;5.2;c;i;y;f;x;c;r;6.42;7.29;u;i;w;p;w;f;f;n;d;a
e;6.71;s;s;n;f;d;c;w;5.73;8.69;b;s;w;u;w;f;f;w;d;a
p;1.89;f;i;k;f;a;c;p;3.55;2.29;c;i;w;p;w;f;f;p;g;a
e;6.72;x;h;g;f;a;d;n;5.78;5.01;s;t;w;p;e;t;l;w;d;a
p;1.87;x;i;l;f;a;c;w;3.68;2.52;c;i;w;f;k;f;f;p;g;a
p;4.18;x;y;n;f;a;c;w;5.86;3.55;b;y;y;p;f;t;r;p;g;u
p;14.0;x;s;n;t;p;c;o;10.23;30.67;c;g;y;p;l;f;f;p;d;a
p;10.7;f;h;r;f;x;c;w;11.49;17.07;b;i;w;u;w;t;p;w;d;u
e;13.49;s;w;w;t;d;c;w;6.79;29.09;s;d;w;p;w;f;f;n;d;u
e;14.45;s;s;l;f;s;c;u;8.77;22.77;b;s;b;p;r;f;f;p;l;w
p;8.64;x;i;n;f;a;c;n;8.12;8.23;s;i;n;p;k;t;z;k;g;u
p;2.67;f;w;n;t;d;c;n;3.57;6.57;b;l;n;u;l;f;f;u;d;u
p;3.4;f;d;b;f;x;c;y;3.43;2.32;b;i;n;p;w;f;f;r;l;u
p;3.09;b;i;n;f;a;c;k;7.76;2.16;s;y;n;u;w;f;f;k;g;a
p;3.18;b;y;n;f;x;c;u;6.41;4.53;s;s;w;u;u;f;f;e;d;u
p;8.05;x;h;r;f;x;c;w;10.85;14.45;b;i;w;u;w;t;p;e;d;u
p;1.55;o;k;n;f;x;c;n;3.81;1.73;b;d;n;u;f;f;f;p;d;s
p;9.07;f;h;y;f;x;c;n;6.82;13.78;c;y;w;u;f;f;f;g;d;u
p;7.49;p;y;n;f;e;c;p;14.83;15.91;s;y;w;f;f;f;f;r;d;a
e;4.29;x;s;n;f;p;c;n;4.43;10.89;c;g;e;u;f;f;f;w;d;a
p;11.93;x;t;n;f;a;d;w;12.1;31.81;b;g;w;u;u;f;f;w;d;u
e;7.29;f;t;o;f;s;c;n;8.58;12.03;u;t;o;u;k;f;f;e;d;a
p;2.35;x;y;n;f;x;c;p;7.94;3.72;e;g;p;p;l;f;f;n;l;a
e;8.69;x;d;n;t;p;d;y;8.74;17.06;e;g;y;f;f;f;f;u;d;a
e;7.03;x;d;n;t;p;d;g;9.03;21.68;e;y;w;f;f;f;f;e;d;u
p;2.95;x;s;o;f;a;c;o;3.66;6.27;c;d;o;f;f;f;f;u;m;a
p;2.05;b;g;n;f;a;c;g;4.5;1.78;s;s;g;u;w;f;f;k;d;u
p;5.49;s;d;o;f;d;c;y;3.02;6.12;u;s;y;f;f;f;f;u;h;u
e;5.38;x;t;o;f;p;c;n;5.83;12.04;s;d;n;f;f;f;f;n;d;u
p;9.03;x;h;r;f;x;c;w;11.36;15.62;b;i;w;u;w;t;p;w;d;a
e;6.75;f;d;y;f;a;c;w;6.85;16.96;b;g;g;u;w;f;f;e;d;u
e;10.67;x;t;n;t;p;c;y;9.24;19.16;b;y;n;u;w;t;p;u;d;u
p;17.1;x;k;w;t;d;d;w;5.96;30.49;c;k;w;u;w;f;f;u;d;u
e;14.55;x;t;n;f;p;c;y;15.73;61.25;b;y;n;u;e;f;f;e;d;a
e;5.99;f;h;g;f;s;d;w;6.24;11.6;c;s;g;f;f;f;f;w;d;a
